* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
* Note to Katu: look for [^.*(heyword).*\n?] when mass deleting lines. Omit []. Alt+Enter to select all and Delete to del.
*
1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
5397, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5398, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5399, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5400, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5401, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5402, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5404, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5405, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5406, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5407, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5408, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5409, none, terralith:skylands_winter, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5410, none, terralith:skylands_winter, CREATURE, minecraft:goat, 10, 2, 2
5411, none, terralith:skylands_winter, CREATURE, minecraft:sheep, 10, 2, 2
5412, none, terralith:skylands_winter, CREATURE, minecraft:rabbit, 10, 2, 3
5413, none, terralith:skylands_winter, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5414, none, terralith:skylands_winter, AMBIENT, minecraft:bat, 10, 8, 8
5415, none, terralith:skylands_winter, AMBIENT, distantfriends:friend, 20, 1, 2
5416, none, terralith:skylands_winter, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5417, none, terralith:skylands_winter, WATER_CREATURE, minecraft:squid, 10, 1, 4
5418, none, terralith:skylands_winter, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
5419, none, terralith:skylands_winter, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5420, none, terralith:skylands_winter, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5421, none, terralith:skylands_winter, WATER_AMBIENT, minecraft:cod, 10, 3, 6
5422, none, terralith:skylands_winter, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5423, none, terralith:skylands_winter, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5424, none, terralith:skylands_winter, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5425, the_end, minecraft:small_end_islands, MONSTER, minecraft:enderman, 5, 4, 4
5426, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5427, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5428, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5429, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5430, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5431, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5432, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5433, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5434, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5435, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5437, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5438, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5439, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5440, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5441, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5442, the_end, minecraft:small_end_islands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5443, the_end, minecraft:small_end_islands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5444, the_end, minecraft:small_end_islands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5445, the_end, minecraft:small_end_islands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5446, the_end, minecraft:small_end_islands, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5447, icy, terralith:snowy_badlands, MONSTER, minecraft:spider, 80, 4, 4
5448, icy, terralith:snowy_badlands, MONSTER, minecraft:zombie, 80, 4, 4
5449, icy, terralith:snowy_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
5450, icy, terralith:snowy_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
5451, icy, terralith:snowy_badlands, MONSTER, minecraft:creeper, 80, 4, 4
5452, icy, terralith:snowy_badlands, MONSTER, minecraft:slime, 80, 4, 4
5453, icy, terralith:snowy_badlands, MONSTER, minecraft:enderman, 5, 1, 4
5454, icy, terralith:snowy_badlands, MONSTER, minecraft:witch, 5, 1, 1
5455, icy, terralith:snowy_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
5456, icy, terralith:snowy_badlands, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5457, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5458, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5459, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5460, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5461, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5462, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5463, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5464, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5465, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5466, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5468, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5469, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5470, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5471, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5472, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5473, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5477, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5479, icy, terralith:snowy_badlands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5480, icy, terralith:snowy_badlands, AMBIENT, minecraft:bat, 10, 8, 8
5481, icy, terralith:snowy_badlands, AMBIENT, distantfriends:friend, 20, 1, 2
5483, icy, terralith:snowy_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5484, icy, terralith:snowy_badlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5485, icy, terralith:snowy_badlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5486, icy, terralith:snowy_badlands, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5487, icy, terralith:snowy_badlands, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5488, icy, terralith:snowy_badlands, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5489, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
5490, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
5491, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
5492, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
5493, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
5494, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
5495, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
5496, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
5497, beach, minecraft:snowy_beach, MONSTER, graveyard:nightmare, 10, 1, 1
5498, beach, minecraft:snowy_beach, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5499, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5500, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5501, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5502, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5503, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5504, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5506, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5507, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5508, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5509, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5511, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5512, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5513, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5514, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5515, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5516, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5519, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5521, beach, minecraft:snowy_beach, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5522, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
5523, beach, minecraft:snowy_beach, AMBIENT, distantfriends:friend, 20, 1, 2
5525, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5526, beach, minecraft:snowy_beach, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5527, beach, minecraft:snowy_beach, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5528, beach, minecraft:snowy_beach, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5529, beach, minecraft:snowy_beach, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5530, beach, minecraft:snowy_beach, WATER_AMBIENT, fishofthieves:islehopper, 10, 2, 4
5531, beach, minecraft:snowy_beach, WATER_AMBIENT, fishofthieves:wildsplash, 10, 2, 4
5532, beach, minecraft:snowy_beach, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5533, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:spider, 80, 4, 4
5534, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:zombie, 80, 4, 4
5535, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
5536, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:skeleton, 80, 4, 4
5537, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:creeper, 80, 4, 4
5538, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:slime, 80, 4, 4
5539, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:enderman, 5, 1, 4
5540, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:witch, 5, 1, 1
5541, forest, terralith:snowy_cherry_grove, MONSTER, graveyard:nightmare, 10, 1, 1
5542, forest, terralith:snowy_cherry_grove, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5543, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5544, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5545, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5546, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5547, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5548, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5549, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5550, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5551, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5552, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5554, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5555, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5556, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5557, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5558, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5559, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5563, forest, terralith:snowy_cherry_grove, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5565, forest, terralith:snowy_cherry_grove, CREATURE, minecraft:pig, 10, 1, 2
5566, forest, terralith:snowy_cherry_grove, CREATURE, minecraft:rabbit, 10, 1, 3
5567, forest, terralith:snowy_cherry_grove, CREATURE, minecraft:sheep, 10, 1, 2
5568, forest, terralith:snowy_cherry_grove, CREATURE, minecraft:wolf, 10, 4, 4
5569, forest, terralith:snowy_cherry_grove, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5570, forest, terralith:snowy_cherry_grove, AMBIENT, minecraft:bat, 10, 8, 8
5571, forest, terralith:snowy_cherry_grove, AMBIENT, distantfriends:friend, 20, 1, 2
5573, forest, terralith:snowy_cherry_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5574, forest, terralith:snowy_cherry_grove, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5575, forest, terralith:snowy_cherry_grove, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5576, forest, terralith:snowy_cherry_grove, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5577, forest, terralith:snowy_cherry_grove, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5578, forest, terralith:snowy_cherry_grove, WATER_AMBIENT, fishofthieves:pondie, 15, 2, 4
5579, forest, terralith:snowy_cherry_grove, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5580, forest, terralith:snowy_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
5581, forest, terralith:snowy_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
5582, forest, terralith:snowy_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5583, forest, terralith:snowy_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
5584, forest, terralith:snowy_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
5585, forest, terralith:snowy_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
5586, forest, terralith:snowy_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
5587, forest, terralith:snowy_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
5588, forest, terralith:snowy_maple_forest, MONSTER, graveyard:nightmare, 10, 1, 1
5589, forest, terralith:snowy_maple_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5590, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5591, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5592, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5593, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5594, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5595, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5596, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5597, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5598, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5599, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5601, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5602, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5603, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5604, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5605, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5606, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5610, forest, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5612, forest, terralith:snowy_maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
5613, forest, terralith:snowy_maple_forest, CREATURE, minecraft:pig, 10, 4, 4
5614, forest, terralith:snowy_maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
5615, forest, terralith:snowy_maple_forest, CREATURE, minecraft:cow, 10, 4, 4
5616, forest, terralith:snowy_maple_forest, CREATURE, minecraft:wolf, 10, 4, 4
5617, forest, terralith:snowy_maple_forest, CREATURE, minecraft:rabbit, 10, 2, 3
5618, forest, terralith:snowy_maple_forest, CREATURE, minecraft:fox, 10, 1, 2
5619, forest, terralith:snowy_maple_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5620, forest, terralith:snowy_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
5621, forest, terralith:snowy_maple_forest, AMBIENT, distantfriends:friend, 20, 1, 2
5623, forest, terralith:snowy_maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5624, forest, terralith:snowy_maple_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5625, forest, terralith:snowy_maple_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5626, forest, terralith:snowy_maple_forest, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5627, forest, terralith:snowy_maple_forest, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5628, forest, terralith:snowy_maple_forest, WATER_AMBIENT, fishofthieves:pondie, 15, 2, 4
5629, forest, terralith:snowy_maple_forest, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5630, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 80, 4, 4
5631, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 80, 4, 4
5632, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
5633, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
5634, icy, minecraft:snowy_plains, MONSTER, minecraft:creeper, 80, 4, 4
5635, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 80, 4, 4
5636, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman, 5, 1, 4
5637, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 5, 1, 1
5638, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 80, 4, 4
5639, icy, minecraft:snowy_plains, MONSTER, graveyard:nightmare, 10, 1, 1
5640, icy, minecraft:snowy_plains, MONSTER, graveyard:revenant, 25, 3, 5
5641, icy, minecraft:snowy_plains, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5642, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5643, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5644, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5645, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5646, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5647, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5649, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5650, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5651, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5652, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5654, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5655, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5656, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5657, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5658, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5659, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5662, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5664, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
5665, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 10, 1, 2
5666, icy, minecraft:snowy_plains, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5667, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
5668, icy, minecraft:snowy_plains, AMBIENT, distantfriends:friend, 20, 1, 2
5670, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5671, icy, minecraft:snowy_plains, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5672, icy, minecraft:snowy_plains, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5673, icy, minecraft:snowy_plains, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
5674, icy, minecraft:snowy_plains, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
5675, icy, minecraft:snowy_plains, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
5676, forest, terralith:snowy_shield, MONSTER, minecraft:spider, 80, 4, 4
5677, forest, terralith:snowy_shield, MONSTER, minecraft:zombie, 80, 4, 4
5678, forest, terralith:snowy_shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
5679, forest, terralith:snowy_shield, MONSTER, minecraft:skeleton, 80, 4, 4
5680, forest, terralith:snowy_shield, MONSTER, minecraft:creeper, 80, 4, 4
5681, forest, terralith:snowy_shield, MONSTER, minecraft:slime, 80, 4, 4
5682, forest, terralith:snowy_shield, MONSTER, minecraft:enderman, 5, 1, 4
5683, forest, terralith:snowy_shield, MONSTER, minecraft:witch, 5, 1, 1
5684, forest, terralith:snowy_shield, MONSTER, graveyard:nightmare, 10, 1, 1
5685, forest, terralith:snowy_shield, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
5686, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5687, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5688, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5689, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5690, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5691, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5692, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5693, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5694, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5695, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5697, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5698, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5699, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5700, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5701, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5702, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5706, forest, terralith:snowy_shield, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
5708, forest, terralith:snowy_shield, CREATURE, minecraft:sheep, 12, 4, 4
5709, forest, terralith:snowy_shield, CREATURE, minecraft:pig, 10, 4, 4
5710, forest, terralith:snowy_shield, CREATURE, minecraft:chicken, 10, 4, 4
5711, forest, terralith:snowy_shield, CREATURE, minecraft:cow, 10, 4, 4
5712, forest, terralith:snowy_shield, CREATURE, minecraft:wolf, 10, 4, 4
